,Articles / class,Split (%),Train data / class,Test data / class,Amount of words,RemoveUnfrequent,Unfrequency,RemoveTopFrequents,UseStemmer,StartingArticleIndex,FinanceSucces,FinanceSucces (%),SportsSucces,SportsSucces (%),TechnologySucces,TechnologySucces (%),EntertainmentSucces,EntertainmentSucces (%),Total Succes (%),Total succes (%) with point,,
0,20.0,80.0,16.0,4.0,4933,0.0,1.0,0.0,0.0,0.0,"4,00",100,2,50,0,0,4,100,"62,5",62.5,"62.5,37.5,56.25,50,50,50,50,37.5,37.5,43.75,37.5,43.75,56.25,50,62.5,31.25,50,37.5,68.75,62.5","189,0625"
1,20.0,80.0,16.0,4.0,5371,0.0,1.0,0.0,0.0,20.0,"1,00",25,4,100,0,0,1,25,"37,5",37.5,,"126,5625"
2,20.0,80.0,16.0,4.0,4393,0.0,1.0,0.0,0.0,40.0,"1,00",25,4,100,1,25,3,75,"56,25",56.25,,"56,25"
3,20.0,80.0,16.0,4.0,5305,0.0,1.0,0.0,0.0,60.0,"0,00",0,4,100,3,75,1,25,50,50,,"1,5625"
4,20.0,80.0,16.0,4.0,4169,0.0,1.0,0.0,0.0,80.0,"3,00",75,4,100,0,0,1,25,50,50,,"1,5625"
5,20.0,80.0,16.0,4.0,5856,0.0,1.0,0.0,0.0,100.0,"2,00",50,4,100,2,50,0,0,50,50,,"1,5625"
6,20.0,80.0,16.0,4.0,4943,0.0,1.0,0.0,0.0,120.0,"3,00",75,4,100,1,25,0,0,50,50,,"1,5625"
7,20.0,80.0,16.0,4.0,5337,0.0,1.0,0.0,0.0,140.0,"0,00",0,4,100,0,0,2,50,"37,5",37.5,,"126,5625"
8,20.0,80.0,16.0,4.0,5368,0.0,1.0,0.0,0.0,160.0,"0,00",0,4,100,2,50,0,0,"37,5",37.5,,"126,5625"
9,20.0,80.0,16.0,4.0,4831,0.0,1.0,0.0,0.0,180.0,"0,00",0,2,50,3,75,2,50,"43,75",43.75,,25
10,20.0,80.0,16.0,4.0,6081,0.0,1.0,0.0,0.0,200.0,"2,00",50,4,100,0,0,0,0,"37,5",37.5,,"126,5625"
11,20.0,80.0,16.0,4.0,5294,0.0,1.0,0.0,0.0,220.0,"2,00",50,4,100,0,0,1,25,"43,75",43.75,,25
12,20.0,80.0,16.0,4.0,5478,0.0,1.0,0.0,0.0,240.0,"2,00",50,3,75,4,100,0,0,"56,25",56.25,,"56,25"
13,20.0,80.0,16.0,4.0,5483,0.0,1.0,0.0,0.0,260.0,"0,00",0,4,100,3,75,1,25,50,50,,"1,5625"
14,20.0,80.0,16.0,4.0,5336,0.0,1.0,0.0,0.0,280.0,"4,00",100,3,75,0,0,3,75,"62,5",62.5,,"189,0625"
15,20.0,80.0,16.0,4.0,4520,0.0,1.0,0.0,0.0,300.0,"1,00",25,4,100,0,0,0,0,"31,25",31.25,,"306,25"
16,20.0,80.0,16.0,4.0,5367,0.0,1.0,0.0,0.0,320.0,"2,00",50,4,100,1,25,1,25,50,50,,"1,5625"
17,20.0,80.0,16.0,4.0,6036,0.0,1.0,0.0,0.0,340.0,"2,00",50,4,100,0,0,0,0,"37,5",37.5,,"126,5625"
18,20.0,80.0,16.0,4.0,5313,0.0,1.0,0.0,0.0,360.0,"3,00",75,4,100,2,50,2,50,"68,75",68.75,,400
19,20.0,80.0,16.0,4.0,5284,0.0,1.0,0.0,0.0,380.0,"3,00",75,1,25,4,100,2,50,"62,5",62.5,"10,19344152","189,0625"
20,20.0,80.0,16.0,4.0,"5234,9",5234.9,,,,,"1,75","43,75","3,55","88,75","1,3","32,5","1,2",30,"48,75",48.75,,
21,20.0,80.0,16.0,4.0,3757,0.0,1.0,0.0,1.0,0.0,3,75,2,50,1,25,4,100,"62,5",62.5,"62.5,43.75,62.5,50,50,56.25,43.75,37.5,37.5,50,37.5,50,56.25,43.75,68.75,43.75,56.25,37.5,68.75,56.25","141,015625"
22,20.0,80.0,16.0,4.0,4068,0.0,1.0,0.0,1.0,20.0,1,25,4,100,1,25,1,25,"43,75",43.75,,"47,265625"
23,20.0,80.0,16.0,4.0,3347,0.0,1.0,0.0,1.0,40.0,1,25,4,100,2,50,3,75,"62,5",62.5,,"141,015625"
24,20.0,80.0,16.0,4.0,3910,0.0,1.0,0.0,1.0,60.0,0,0,4,100,3,75,1,25,50,50,,"0,390625"
25,20.0,80.0,16.0,4.0,3254,0.0,1.0,0.0,1.0,80.0,3,75,4,100,0,0,1,25,50,50,,"0,390625"
26,20.0,80.0,16.0,4.0,4354,0.0,1.0,0.0,1.0,100.0,3,75,4,100,2,50,0,0,"56,25",56.25,,"31,640625"
27,20.0,80.0,16.0,4.0,3737,0.0,1.0,0.0,1.0,120.0,2,50,4,100,1,25,0,0,"43,75",43.75,,"47,265625"
28,20.0,80.0,16.0,4.0,3985,0.0,1.0,0.0,1.0,140.0,0,0,4,100,0,0,2,50,"37,5",37.5,,"172,265625"
29,20.0,80.0,16.0,4.0,4015,0.0,1.0,0.0,1.0,160.0,0,0,4,100,2,50,0,0,"37,5",37.5,,"172,265625"
30,20.0,80.0,16.0,4.0,3669,0.0,1.0,0.0,1.0,180.0,0,0,2,50,4,100,2,50,50,50,,"0,390625"
31,20.0,80.0,16.0,4.0,4594,0.0,1.0,0.0,1.0,200.0,2,50,4,100,0,0,0,0,"37,5",37.5,,"172,265625"
32,20.0,80.0,16.0,4.0,4023,0.0,1.0,0.0,1.0,220.0,2,50,4,100,1,25,1,25,50,50,,"0,390625"
33,20.0,80.0,16.0,4.0,4192,0.0,1.0,0.0,1.0,240.0,3,75,2,50,4,100,0,0,"56,25",56.25,,"31,640625"
34,20.0,80.0,16.0,4.0,4150,0.0,1.0,0.0,1.0,260.0,0,0,4,100,2,50,1,25,"43,75",43.75,,"47,265625"
35,20.0,80.0,16.0,4.0,4012,0.0,1.0,0.0,1.0,280.0,4,100,3,75,1,25,3,75,"68,75",68.75,,"328,515625"
36,20.0,80.0,16.0,4.0,3532,0.0,1.0,0.0,1.0,300.0,2,50,4,100,1,25,0,0,"43,75",43.75,,"47,265625"
37,20.0,80.0,16.0,4.0,4152,0.0,1.0,0.0,1.0,320.0,2,50,4,100,2,50,1,25,"56,25",56.25,,"31,640625"
38,20.0,80.0,16.0,4.0,4554,0.0,1.0,0.0,1.0,340.0,2,50,3,75,0,0,1,25,"37,5",37.5,,"172,265625"
39,20.0,80.0,16.0,4.0,3994,0.0,1.0,0.0,1.0,360.0,3,75,4,100,2,50,2,50,"68,75",68.75,,"328,515625"
40,20.0,80.0,16.0,4.0,3971,0.0,1.0,0.0,1.0,380.0,3,75,1,25,3,75,2,50,"56,25",56.25,"9,862333649","31,640625"
41,20.0,80.0,16.0,4.0,"3963,5",3963.5,,,,,"1,8",45,"3,45","86,25","1,6",40,"1,25","31,25","50,625",50.625,,
42,20.0,80.0,16.0,4.0,1688,1.0,1.0,0.0,0.0,0.0,2,50,1,25,0,0,4,100,"43,75",43.75,"43.75,37.5,50,43.75,43.75,43.75,50,37.5,37.5,37.5,37.5,50,62.5,43.75,68.75,31.25,56.25,43.75,62.5,50","7,91015625"
43,20.0,80.0,16.0,4.0,1842,1.0,1.0,0.0,0.0,20.0,1,25,4,100,0,0,1,25,"37,5",37.5,,"82,12890625"
44,20.0,80.0,16.0,4.0,1492,1.0,1.0,0.0,0.0,40.0,1,25,4,100,0,0,3,75,50,50,,"11,81640625"
45,20.0,80.0,16.0,4.0,1935,1.0,1.0,0.0,0.0,60.0,0,0,4,100,3,75,0,0,"43,75",43.75,,"7,91015625"
46,20.0,80.0,16.0,4.0,1427,1.0,1.0,0.0,0.0,80.0,2,50,4,100,0,0,1,25,"43,75",43.75,,"7,91015625"
47,20.0,80.0,16.0,4.0,2075,1.0,1.0,0.0,0.0,100.0,2,50,4,100,1,25,0,0,"43,75",43.75,,"7,91015625"
48,20.0,80.0,16.0,4.0,1647,1.0,1.0,0.0,0.0,120.0,3,75,4,100,1,25,0,0,50,50,,"11,81640625"
49,20.0,80.0,16.0,4.0,1724,1.0,1.0,0.0,0.0,140.0,0,0,4,100,0,0,2,50,"37,5",37.5,,"82,12890625"
50,20.0,80.0,16.0,4.0,1901,1.0,1.0,0.0,0.0,160.0,0,0,4,100,2,50,0,0,"37,5",37.5,,"82,12890625"
51,20.0,80.0,16.0,4.0,1665,1.0,1.0,0.0,0.0,180.0,0,0,2,50,2,50,2,50,"37,5",37.5,,"82,12890625"
52,20.0,80.0,16.0,4.0,2508,1.0,1.0,0.0,0.0,200.0,2,50,4,100,0,0,0,0,"37,5",37.5,,"82,12890625"
53,20.0,80.0,16.0,4.0,1755,1.0,1.0,0.0,0.0,220.0,2,50,4,100,0,0,2,50,50,50,,"11,81640625"
54,20.0,80.0,16.0,4.0,1832,1.0,1.0,0.0,0.0,240.0,2,50,4,100,4,100,0,0,"62,5",62.5,,"254,0039063"
55,20.0,80.0,16.0,4.0,1910,1.0,1.0,0.0,0.0,260.0,0,0,4,100,2,50,1,25,"43,75",43.75,,"7,91015625"
56,20.0,80.0,16.0,4.0,1783,1.0,1.0,0.0,0.0,280.0,4,100,3,75,1,25,3,75,"68,75",68.75,,"492,2851563"
57,20.0,80.0,16.0,4.0,1502,1.0,1.0,0.0,0.0,300.0,1,25,4,100,0,0,0,0,"31,25",31.25,,"234,4726563"
58,20.0,80.0,16.0,4.0,1778,1.0,1.0,0.0,0.0,320.0,3,75,4,100,2,50,0,0,"56,25",56.25,,"93,84765625"
59,20.0,80.0,16.0,4.0,2092,1.0,1.0,0.0,0.0,340.0,3,75,4,100,0,0,0,0,"43,75",43.75,,"7,91015625"
60,20.0,80.0,16.0,4.0,1810,1.0,1.0,0.0,0.0,360.0,2,50,4,100,2,50,2,50,"62,5",62.5,,"254,0039063"
61,20.0,80.0,16.0,4.0,1816,1.0,1.0,0.0,0.0,380.0,2,50,0,0,3,75,3,75,50,50,"9,575970904","11,81640625"
62,20.0,80.0,16.0,4.0,"1809,1",1809.1,,,,,"1,6",40,"3,5","87,5","1,15","28,75","1,2",30,"46,5625",46.5625,,
63,20.0,80.0,16.0,4.0,1492,1.0,1.0,0.0,1.0,0.0,4,100,2,50,1,25,4,100,"68,75",68.75,"68.75,43.75,56.25,56.25,50,56.25,43.75,37.5,37.5,37.5,37.5,50,62.5,43.75,68.75,43.75,50,31.25,68.75,56.25","351,5625"
64,20.0,80.0,16.0,4.0,1651,1.0,1.0,0.0,1.0,20.0,1,25,4,100,1,25,1,25,"43,75",43.75,,"39,0625"
65,20.0,80.0,16.0,4.0,1364,1.0,1.0,0.0,1.0,40.0,1,25,4,100,2,50,2,50,"56,25",56.25,,"39,0625"
66,20.0,80.0,16.0,4.0,1663,1.0,1.0,0.0,1.0,60.0,1,25,4,100,3,75,1,25,"56,25",56.25,,"39,0625"
67,20.0,80.0,16.0,4.0,1324,1.0,1.0,0.0,1.0,80.0,3,75,4,100,0,0,1,25,50,50,,0
68,20.0,80.0,16.0,4.0,1784,1.0,1.0,0.0,1.0,100.0,3,75,4,100,2,50,0,0,"56,25",56.25,,"39,0625"
69,20.0,80.0,16.0,4.0,1482,1.0,1.0,0.0,1.0,120.0,2,50,4,100,1,25,0,0,"43,75",43.75,,"39,0625"
70,20.0,80.0,16.0,4.0,1551,1.0,1.0,0.0,1.0,140.0,0,0,4,100,0,0,2,50,"37,5",37.5,,"156,25"
71,20.0,80.0,16.0,4.0,1654,1.0,1.0,0.0,1.0,160.0,0,0,4,100,2,50,0,0,"37,5",37.5,,"156,25"
72,20.0,80.0,16.0,4.0,1505,1.0,1.0,0.0,1.0,180.0,0,0,2,50,2,50,2,50,"37,5",37.5,,"156,25"
73,20.0,80.0,16.0,4.0,2174,1.0,1.0,0.0,1.0,200.0,2,50,4,100,0,0,0,0,"37,5",37.5,,"156,25"
74,20.0,80.0,16.0,4.0,1570,1.0,1.0,0.0,1.0,220.0,2,50,4,100,0,0,2,50,50,50,,0
75,20.0,80.0,16.0,4.0,1682,1.0,1.0,0.0,1.0,240.0,3,75,2,50,4,100,1,25,"62,5",62.5,,"156,25"
76,20.0,80.0,16.0,4.0,1691,1.0,1.0,0.0,1.0,260.0,0,0,4,100,2,50,1,25,"43,75",43.75,,"39,0625"
77,20.0,80.0,16.0,4.0,1612,1.0,1.0,0.0,1.0,280.0,4,100,3,75,1,25,3,75,"68,75",68.75,,"351,5625"
78,20.0,80.0,16.0,4.0,1369,1.0,1.0,0.0,1.0,300.0,2,50,4,100,1,25,0,0,"43,75",43.75,,"39,0625"
79,20.0,80.0,16.0,4.0,1614,1.0,1.0,0.0,1.0,320.0,2,50,4,100,2,50,0,0,50,50,,0
80,20.0,80.0,16.0,4.0,1871,1.0,1.0,0.0,1.0,340.0,1,25,3,75,0,0,1,25,"31,25",31.25,,"351,5625"
81,20.0,80.0,16.0,4.0,1607,1.0,1.0,0.0,1.0,360.0,3,75,4,100,2,50,2,50,"68,75",68.75,,"351,5625"
82,20.0,80.0,16.0,4.0,1648,1.0,1.0,0.0,1.0,380.0,2,50,1,25,3,75,3,75,"56,25",56.25,"11,18033989","39,0625"
83,20.0,80.0,16.0,4.0,"1615,4",1615.4,,,,,"1,8",45,"3,45","86,25","1,45","36,25","1,3","32,5",50,50,,
84,50.0,80.0,40.0,10.0,9218,0.0,1.0,0.0,0.0,0.0,6,60,10,100,4,40,3,30,"57,5",57.5,"57.5,37.5,57.5,37.5,67.5,65,67.5,62.5,57.5,45,55,60,47.5,45,55,62.5,52.5,52.5,50,70","5,0625"
85,50.0,80.0,40.0,10.0,8586,0.0,1.0,0.0,0.0,50.0,4,40,9,90,1,10,1,10,"37,5",37.5,,"315,0625"
86,50.0,80.0,40.0,10.0,9499,0.0,1.0,0.0,0.0,100.0,6,60,10,100,5,50,2,20,"57,5",57.5,,"5,0625"
87,50.0,80.0,40.0,10.0,8972,0.0,1.0,0.0,0.0,150.0,1,10,9,90,5,50,0,0,"37,5",37.5,,"315,0625"
88,50.0,80.0,40.0,10.0,9827,0.0,1.0,0.0,0.0,200.0,8,80,10,100,7,70,2,20,"67,5",67.5,,"150,0625"
89,50.0,80.0,40.0,10.0,9331,0.0,1.0,0.0,0.0,250.0,5,50,9,90,5,50,7,70,65,65,,"95,0625"
90,50.0,80.0,40.0,10.0,8687,0.0,1.0,0.0,0.0,300.0,6,60,10,100,7,70,4,40,"67,5",67.5,,"150,0625"
91,50.0,80.0,40.0,10.0,9444,0.0,1.0,0.0,0.0,350.0,5,50,10,100,5,50,5,50,"62,5",62.5,,"52,5625"
92,50.0,80.0,40.0,10.0,9068,0.0,1.0,0.0,0.0,400.0,5,50,10,100,5,50,3,30,"57,5",57.5,,"5,0625"
93,50.0,80.0,40.0,10.0,9043,0.0,1.0,0.0,0.0,450.0,3,30,10,100,3,30,2,20,45,45,,"105,0625"
94,50.0,80.0,40.0,10.0,9678,0.0,1.0,0.0,0.0,500.0,5,50,10,100,6,60,1,10,55,55,,"0,0625"
95,50.0,80.0,40.0,10.0,9511,0.0,1.0,0.0,0.0,550.0,4,40,9,90,8,80,3,30,60,60,,"22,5625"
96,50.0,80.0,40.0,10.0,9336,0.0,1.0,0.0,0.0,600.0,3,30,8,80,5,50,3,30,"47,5",47.5,,"60,0625"
97,50.0,80.0,40.0,10.0,9380,0.0,1.0,0.0,0.0,650.0,4,40,9,90,3,30,2,20,45,45,,"105,0625"
98,50.0,80.0,40.0,10.0,9436,0.0,1.0,0.0,0.0,700.0,2,20,9,90,6,60,5,50,55,55,,"0,0625"
99,50.0,80.0,40.0,10.0,9615,0.0,1.0,0.0,0.0,750.0,7,70,9,90,6,60,3,30,"62,5",62.5,,"52,5625"
100,50.0,80.0,40.0,10.0,9237,0.0,1.0,0.0,0.0,800.0,4,40,10,100,6,60,1,10,"52,5",52.5,,"7,5625"
101,50.0,80.0,40.0,10.0,10337,0.0,1.0,0.0,0.0,850.0,7,70,9,90,2,20,3,30,"52,5",52.5,,"7,5625"
102,50.0,80.0,40.0,10.0,8879,0.0,1.0,0.0,0.0,900.0,5,50,10,100,1,10,4,40,50,50,,"27,5625"
103,50.0,80.0,40.0,10.0,9687,0.0,1.0,0.0,0.0,950.0,6,60,6,60,6,60,10,100,70,70,"9,216154296","217,5625"
104,50.0,80.0,40.0,10.0,"9338,55",9338.55,,,,,"4,8",48,"9,3",93,"4,8",48,"3,2",32,"55,25",55.25,,
105,50.0,80.0,40.0,10.0,6686,0.0,1.0,0.0,1.0,0.0,8,80,9,90,4,40,4,40,"62,5",62.5,"62.5,42.5,62.5,47.5,70,65,65,75,57.5,55,57.5,62.5,55,60,52.5,65,60,55,60,70","6,25"
106,50.0,80.0,40.0,10.0,6210,0.0,1.0,0.0,1.0,50.0,5,50,9,90,1,10,2,20,"42,5",42.5,,"306,25"
107,50.0,80.0,40.0,10.0,6880,0.0,1.0,0.0,1.0,100.0,7,70,10,100,6,60,2,20,"62,5",62.5,,"6,25"
108,50.0,80.0,40.0,10.0,6513,0.0,1.0,0.0,1.0,150.0,3,30,9,90,5,50,2,20,"47,5",47.5,,"156,25"
109,50.0,80.0,40.0,10.0,7114,0.0,1.0,0.0,1.0,200.0,9,90,10,100,7,70,2,20,70,70,,100
110,50.0,80.0,40.0,10.0,6806,0.0,1.0,0.0,1.0,250.0,5,50,9,90,5,50,7,70,65,65,,25
111,50.0,80.0,40.0,10.0,6468,0.0,1.0,0.0,1.0,300.0,7,70,8,80,7,70,4,40,65,65,,25
112,50.0,80.0,40.0,10.0,6844,0.0,1.0,0.0,1.0,350.0,7,70,10,100,7,70,6,60,75,75,,225
113,50.0,80.0,40.0,10.0,6564,0.0,1.0,0.0,1.0,400.0,5,50,10,100,5,50,3,30,"57,5",57.5,,"6,25"
114,50.0,80.0,40.0,10.0,6542,0.0,1.0,0.0,1.0,450.0,4,40,10,100,4,40,4,40,55,55,,25
115,50.0,80.0,40.0,10.0,7042,0.0,1.0,0.0,1.0,500.0,6,60,10,100,6,60,1,10,"57,5",57.5,,"6,25"
116,50.0,80.0,40.0,10.0,6897,0.0,1.0,0.0,1.0,550.0,5,50,9,90,8,80,3,30,"62,5",62.5,,"6,25"
117,50.0,80.0,40.0,10.0,6710,0.0,1.0,0.0,1.0,600.0,6,60,8,80,5,50,3,30,55,55,,25
118,50.0,80.0,40.0,10.0,6809,0.0,1.0,0.0,1.0,650.0,5,50,9,90,7,70,3,30,60,60,,0
119,50.0,80.0,40.0,10.0,6779,0.0,1.0,0.0,1.0,700.0,2,20,8,80,6,60,5,50,"52,5",52.5,,"56,25"
120,50.0,80.0,40.0,10.0,6991,0.0,1.0,0.0,1.0,750.0,8,80,9,90,6,60,3,30,65,65,,25
121,50.0,80.0,40.0,10.0,6635,0.0,1.0,0.0,1.0,800.0,5,50,10,100,6,60,3,30,60,60,,0
122,50.0,80.0,40.0,10.0,7439,0.0,1.0,0.0,1.0,850.0,8,80,9,90,2,20,3,30,55,55,,25
123,50.0,80.0,40.0,10.0,6444,0.0,1.0,0.0,1.0,900.0,5,50,10,100,2,20,7,70,60,60,,0
124,50.0,80.0,40.0,10.0,6993,0.0,1.0,0.0,1.0,950.0,6,60,6,60,6,60,10,100,70,70,"7,5",100
125,50.0,80.0,40.0,10.0,"6768,3",6768.3,,,,,"5,8",58,"9,1",91,"5,25","52,5","3,85","38,5",60,60,,
126,50.0,80.0,40.0,10.0,3882,1.0,1.0,0.0,0.0,0.0,5,50,9,90,4,40,3,30,"52,5",52.5,"52.5,40,57.5,47.5,67.5,62.5,62.5,67.5,55,47.5,55,50,45,47.5,45,65,52.5,52.5,50,65","3,515625"
127,50.0,80.0,40.0,10.0,3495,1.0,1.0,0.0,0.0,50.0,4,40,9,90,1,10,2,20,40,40,,"206,640625"
128,50.0,80.0,40.0,10.0,3771,1.0,1.0,0.0,0.0,100.0,6,60,10,100,4,40,3,30,"57,5",57.5,,"9,765625"
129,50.0,80.0,40.0,10.0,3734,1.0,1.0,0.0,0.0,150.0,2,20,9,90,6,60,2,20,"47,5",47.5,,"47,265625"
130,50.0,80.0,40.0,10.0,4308,1.0,1.0,0.0,0.0,200.0,8,80,10,100,7,70,2,20,"67,5",67.5,,"172,265625"
131,50.0,80.0,40.0,10.0,3773,1.0,1.0,0.0,0.0,250.0,5,50,9,90,4,40,7,70,"62,5",62.5,,"66,015625"
132,50.0,80.0,40.0,10.0,3509,1.0,1.0,0.0,0.0,300.0,6,60,8,80,7,70,4,40,"62,5",62.5,,"66,015625"
133,50.0,80.0,40.0,10.0,3909,1.0,1.0,0.0,0.0,350.0,5,50,10,100,6,60,6,60,"67,5",67.5,,"172,265625"
134,50.0,80.0,40.0,10.0,3883,1.0,1.0,0.0,0.0,400.0,4,40,10,100,5,50,3,30,55,55,,"0,390625"
135,50.0,80.0,40.0,10.0,3516,1.0,1.0,0.0,0.0,450.0,3,30,10,100,3,30,3,30,"47,5",47.5,,"47,265625"
136,50.0,80.0,40.0,10.0,3840,1.0,1.0,0.0,0.0,500.0,5,50,10,100,6,60,1,10,55,55,,"0,390625"
137,50.0,80.0,40.0,10.0,3943,1.0,1.0,0.0,0.0,550.0,3,30,8,80,6,60,3,30,50,50,,"19,140625"
138,50.0,80.0,40.0,10.0,3784,1.0,1.0,0.0,0.0,600.0,3,30,8,80,5,50,2,20,45,45,,"87,890625"
139,50.0,80.0,40.0,10.0,3816,1.0,1.0,0.0,0.0,650.0,4,40,9,90,3,30,3,30,"47,5",47.5,,"47,265625"
140,50.0,80.0,40.0,10.0,3852,1.0,1.0,0.0,0.0,700.0,2,20,9,90,4,40,3,30,45,45,,"87,890625"
141,50.0,80.0,40.0,10.0,3751,1.0,1.0,0.0,0.0,750.0,7,70,9,90,7,70,3,30,65,65,,"112,890625"
142,50.0,80.0,40.0,10.0,3956,1.0,1.0,0.0,0.0,800.0,4,40,10,100,6,60,1,10,"52,5",52.5,,"3,515625"
143,50.0,80.0,40.0,10.0,4232,1.0,1.0,0.0,0.0,850.0,6,60,10,100,2,20,3,30,"52,5",52.5,,"3,515625"
144,50.0,80.0,40.0,10.0,3784,1.0,1.0,0.0,0.0,900.0,4,40,10,100,1,10,5,50,50,50,,"19,140625"
145,50.0,80.0,40.0,10.0,4209,1.0,1.0,0.0,0.0,950.0,4,40,7,70,5,50,10,100,65,65,"8,01853322","112,890625"
146,50.0,80.0,40.0,10.0,"3847,35",3847.35,,,,,"4,5",45,"9,2",92,"4,6",46,"3,45","34,5","54,375",54.375,,
147,50.0,80.0,40.0,10.0,3066,1.0,1.0,0.0,1.0,0.0,5,50,9,90,4,40,5,50,"57,5",57.5,"57.5,40,55,45,67.5,62.5,65,70,60,50,60,55,50,57.5,50,70,55,52.5,57.5,72.5","0,015625"
148,50.0,80.0,40.0,10.0,2765,1.0,1.0,0.0,1.0,50.0,3,30,9,90,1,10,3,30,40,40,,"310,640625"
149,50.0,80.0,40.0,10.0,2946,1.0,1.0,0.0,1.0,100.0,6,60,10,100,4,40,2,20,55,55,,"6,890625"
150,50.0,80.0,40.0,10.0,2927,1.0,1.0,0.0,1.0,150.0,1,10,9,90,6,60,2,20,45,45,,"159,390625"
151,50.0,80.0,40.0,10.0,3428,1.0,1.0,0.0,1.0,200.0,8,80,10,100,7,70,2,20,"67,5",67.5,,"97,515625"
152,50.0,80.0,40.0,10.0,3001,1.0,1.0,0.0,1.0,250.0,5,50,9,90,4,40,7,70,"62,5",62.5,,"23,765625"
153,50.0,80.0,40.0,10.0,2813,1.0,1.0,0.0,1.0,300.0,6,60,8,80,7,70,5,50,65,65,,"54,390625"
154,50.0,80.0,40.0,10.0,3089,1.0,1.0,0.0,1.0,350.0,7,70,8,80,6,60,7,70,70,70,,"153,140625"
155,50.0,80.0,40.0,10.0,3063,1.0,1.0,0.0,1.0,400.0,6,60,10,100,5,50,3,30,60,60,,"5,640625"
156,50.0,80.0,40.0,10.0,2830,1.0,1.0,0.0,1.0,450.0,3,30,10,100,5,50,2,20,50,50,,"58,140625"
157,50.0,80.0,40.0,10.0,3060,1.0,1.0,0.0,1.0,500.0,5,50,10,100,8,80,1,10,60,60,,"5,640625"
158,50.0,80.0,40.0,10.0,3055,1.0,1.0,0.0,1.0,550.0,3,30,8,80,7,70,4,40,55,55,,"6,890625"
159,50.0,80.0,40.0,10.0,3002,1.0,1.0,0.0,1.0,600.0,5,50,8,80,5,50,2,20,50,50,,"58,140625"
160,50.0,80.0,40.0,10.0,3030,1.0,1.0,0.0,1.0,650.0,5,50,9,90,6,60,3,30,"57,5",57.5,,"0,015625"
161,50.0,80.0,40.0,10.0,3031,1.0,1.0,0.0,1.0,700.0,2,20,8,80,5,50,5,50,50,50,,"58,140625"
162,50.0,80.0,40.0,10.0,3020,1.0,1.0,0.0,1.0,750.0,8,80,9,90,7,70,4,40,70,70,,"153,140625"
163,50.0,80.0,40.0,10.0,3078,1.0,1.0,0.0,1.0,800.0,4,40,10,100,6,60,2,20,55,55,,"6,890625"
164,50.0,80.0,40.0,10.0,3273,1.0,1.0,0.0,1.0,850.0,7,70,9,90,2,20,3,30,"52,5",52.5,,"26,265625"
165,50.0,80.0,40.0,10.0,3008,1.0,1.0,0.0,1.0,900.0,5,50,10,100,1,10,7,70,"57,5",57.5,,"0,015625"
166,50.0,80.0,40.0,10.0,3281,1.0,1.0,0.0,1.0,950.0,6,60,8,80,6,60,9,90,"72,5",72.5,"8,384323169","221,265625"
167,50.0,80.0,40.0,10.0,"3038,3",3038.3,,,,,5,50,"9,05","90,5","5,1",51,"3,9",39,"57,625",57.625,,
168,100.0,80.0,80.0,20.0,13294,0.0,1.0,0.0,0.0,0.0,7,35,19,95,7,35,11,55,55,55,"55,45,63.75,67.5,55,67.5,52.5,68.75,61.25,76.25,65,72.5,65,55,61.25,55,55,66.25,57.5,56.25","36,75390625"
169,100.0,80.0,80.0,20.0,13743,0.0,1.0,0.0,0.0,100.0,10,50,18,90,5,25,3,15,45,45,,"258,0039063"
170,100.0,80.0,80.0,20.0,14296,0.0,1.0,0.0,0.0,200.0,14,70,18,90,12,60,7,35,"63,75",63.75,,"7,22265625"
171,100.0,80.0,80.0,20.0,13904,0.0,1.0,0.0,0.0,300.0,14,70,18,90,9,45,13,65,"67,5",67.5,,"41,44140625"
172,100.0,80.0,80.0,20.0,13326,0.0,1.0,0.0,0.0,400.0,9,45,20,100,9,45,6,30,55,55,,"36,75390625"
173,100.0,80.0,80.0,20.0,14281,0.0,1.0,0.0,0.0,500.0,14,70,19,95,12,60,9,45,"67,5",67.5,,"41,44140625"
174,100.0,80.0,80.0,20.0,14080,0.0,1.0,0.0,0.0,600.0,6,30,19,95,12,60,5,25,"52,5",52.5,,"73,31640625"
175,100.0,80.0,80.0,20.0,14368,0.0,1.0,0.0,0.0,700.0,12,60,19,95,11,55,13,65,"68,75",68.75,,"59,09765625"
176,100.0,80.0,80.0,20.0,14488,0.0,1.0,0.0,0.0,800.0,8,40,18,90,12,60,11,55,"61,25",61.25,,"0,03515625"
177,100.0,80.0,80.0,20.0,12890,0.0,1.0,0.0,0.0,900.0,14,70,20,100,12,60,15,75,"76,25",76.25,,"230,6601563"
