,Articles / class,Split (%),Train data / class,Test data / class,Amount of words,RemoveUnfrequent,Unfrequency,RemoveTopFrequents,UseStemmer,StartingArticleIndex,FinanceSucces,FinanceSucces (%),SportsSucces,SportsSucces (%),TechnologySucces,TechnologySucces (%),EntertainmentSucces,EntertainmentSucces (%),Total Succes (%),Total succes (%) with point,,
560,1000.0,80.0,800.0,200.0,24002,1.0,1.0,0.0,0.0,0.0,125,"62,5",176,88,126,63,135,"67,5","70,25",70.25,"70.25,72.125,72.125,65.125,67.25,71.125,67.5","0,7971938776"
561,1000.0,80.0,800.0,200.0,24193,1.0,1.0,0.0,0.0,1000.0,131,"65,5",184,92,128,64,134,67,"72,125",72.125,,"7,661033163"
562,1000.0,80.0,800.0,200.0,24024,1.0,1.0,0.0,0.0,2000.0,136,68,187,"93,5",124,62,130,65,"72,125",72.125,,"7,661033163"
563,1000.0,80.0,800.0,200.0,23665,1.0,1.0,0.0,0.0,3000.0,137,"68,5",171,"85,5",103,"51,5",110,55,"65,125",65.125,,"17,91103316"
564,1000.0,80.0,800.0,200.0,24325,1.0,1.0,0.0,0.0,4000.0,124,62,183,"91,5",105,"52,5",126,63,"67,25",67.25,,"4,44005102"
565,1000.0,80.0,800.0,200.0,23402,1.0,1.0,0.0,0.0,5000.0,130,65,189,"94,5",123,"61,5",127,"63,5","71,125",71.125,,"3,125318878"
566,1000.0,80.0,800.0,200.0,23853,1.0,1.0,0.0,0.0,6000.0,124,62,188,94,116,58,112,56,"67,5",67.5,"2,536720122","3,448979592"
567,1000.0,80.0,800.0,200.0,"23923,42857",23923.42857,,,,,"129,5714286","64,78571429","182,5714286","91,28571429","117,8571429","58,92857143","124,8571429","62,42857143","69,35714286",69.35714286,,
568,1000.0,80.0,800.0,200.0,16474,1.0,1.0,0.0,1.0,0.0,127,"63,5",168,84,127,"63,5",136,68,"69,75",69.75,"69.75,71.25,71.375,65.5,67.25,70,67.875","0,5625"
569,1000.0,80.0,800.0,200.0,16587,1.0,1.0,0.0,1.0,1000.0,132,66,182,91,134,67,122,61,"71,25",71.25,,"5,0625"
570,1000.0,80.0,800.0,200.0,16505,1.0,1.0,0.0,1.0,2000.0,135,"67,5",187,"93,5",126,63,123,"61,5","71,375",71.375,,"5,640625"
571,1000.0,80.0,800.0,200.0,16325,1.0,1.0,0.0,1.0,3000.0,137,"68,5",169,"84,5",107,"53,5",111,"55,5","65,5",65.5,,"12,25"
572,1000.0,80.0,800.0,200.0,16766,1.0,1.0,0.0,1.0,4000.0,129,"64,5",181,"90,5",107,"53,5",121,"60,5","67,25",67.25,,"3,0625"
573,1000.0,80.0,800.0,200.0,16124,1.0,1.0,0.0,1.0,5000.0,129,"64,5",184,92,125,"62,5",122,61,70,70,,1
574,1000.0,80.0,800.0,200.0,16408,1.0,1.0,0.0,1.0,6000.0,128,64,185,"92,5",116,58,114,57,"67,875",67.875,"2,029910272","1,265625"
575,1000.0,80.0,800.0,200.0,"16455,57143",16455.57143,,,,,131,"65,5","179,4285714","89,71428571","120,2857143","60,14285714","121,2857143","60,64285714",69,69,,
576,1250.0,80.0,1000.0,250.0,52691,0.0,1.0,0.0,0.0,0.0,177,"70,8",233,"93,2",129,"51,6",123,"49,2","66,2",66.2,"66.2,68.2,72.2,68.4,75.3,69,70.8","14,54877551"
577,1250.0,80.0,1000.0,250.0,51977,0.0,1.0,0.0,0.0,1250.0,153,"61,2",222,"88,8",173,"69,2",134,"53,6","68,2",68.2,,"3,291632653"
578,1250.0,80.0,1000.0,250.0,51696,0.0,1.0,0.0,0.0,2500.0,177,"70,8",239,"95,6",148,"59,2",158,"63,2","72,2",72.2,,"4,777346939"
579,1250.0,80.0,1000.0,250.0,52171,0.0,1.0,0.0,0.0,3750.0,162,"64,8",226,"90,4",139,"55,6",157,"62,8","68,4",68.4,,"2,605918367"
580,1250.0,80.0,1000.0,250.0,51794,0.0,1.0,0.0,0.0,5000.0,163,"65,2",232,"92,8",176,"70,4",182,"72,8","75,3",75.3,,"27,93877551"
581,1250.0,80.0,1000.0,250.0,52509,0.0,1.0,0.0,0.0,6250.0,171,"68,4",232,"92,8",137,"54,8",150,60,69,69,,"1,02877551"
582,1250.0,80.0,1000.0,250.0,50961,0.0,1.0,0.0,0.0,7500.0,164,"65,6",212,"84,8",159,"63,6",173,"69,2","70,8",70.8,"2,798177249","0,6173469388"
575,1250.0,80.0,1000.0,250.0,"51971,28571",51971.28571,,,,,"166,7142857","66,68571429",228,"91,2","151,5714286","60,62857143","153,8571429","61,54285714","70,01428571",70.01428571,,
583,1250.0,80.0,1000.0,250.0,38455,0.0,1.0,0.0,1.0,0.0,169,"67,6",229,"91,6",127,"50,8",124,"49,6","64,9",64.9,"64.9,67.9,72,68,75.3,68.4,70","21,16"
584,1250.0,80.0,1000.0,250.0,37806,0.0,1.0,0.0,1.0,1250.0,154,"61,6",220,88,174,"69,6",131,"52,4","67,9",67.9,,"2,56"
585,1250.0,80.0,1000.0,250.0,37623,0.0,1.0,0.0,1.0,2500.0,172,"68,8",238,"95,2",147,"58,8",163,"65,2",72,72,,"6,25"
586,1250.0,80.0,1000.0,250.0,38113,0.0,1.0,0.0,1.0,3750.0,158,"63,2",224,"89,6",141,"56,4",157,"62,8",68,68,,"2,25"
587,1250.0,80.0,1000.0,250.0,37705,0.0,1.0,0.0,1.0,5000.0,167,"66,8",230,92,175,70,181,"72,4","75,3",75.3,,"33,64"
588,1250.0,80.0,1000.0,250.0,38422,0.0,1.0,0.0,1.0,6250.0,170,68,232,"92,8",137,"54,8",145,58,"68,4",68.4,,"1,21"
589,1250.0,80.0,1000.0,250.0,36954,0.0,1.0,0.0,1.0,7500.0,157,"62,8",209,"83,6",160,64,174,"69,6",70,70,"3,10115186","0,25"
575,1250.0,80.0,1000.0,250.0,"37868,28571",37868.28571,,,,,"163,8571429","65,54285714",226,"90,4","151,5714286","60,62857143","153,5714286","61,42857143","69,5",69.5,,
590,1250.0,80.0,1000.0,250.0,27122,1.0,1.0,0.0,0.0,0.0,176,"70,4",231,"92,4",124,"49,6",123,"49,2","65,4",65.4,"65.4,67.7,71.1,67.9,73.9,67.8,70","13,79591837"
591,1250.0,80.0,1000.0,250.0,26752,1.0,1.0,0.0,0.0,1250.0,154,"61,6",223,"89,2",171,"68,4",129,"51,6","67,7",67.7,,"2,000204082"
592,1250.0,80.0,1000.0,250.0,26680,1.0,1.0,0.0,0.0,2500.0,171,"68,4",239,"95,6",146,"58,4",155,62,"71,1",71.1,,"3,943061224"
593,1250.0,80.0,1000.0,250.0,27002,1.0,1.0,0.0,0.0,3750.0,159,"63,6",229,"91,6",137,"54,8",154,"61,6","67,9",67.9,,"1,474489796"
594,1250.0,80.0,1000.0,250.0,26645,1.0,1.0,0.0,0.0,5000.0,162,"64,8",233,"93,2",170,68,174,"69,6","73,9",73.9,,"22,90306122"
595,1250.0,80.0,1000.0,250.0,26637,1.0,1.0,0.0,0.0,6250.0,169,"67,6",233,"93,2",132,"52,8",144,"57,6","67,8",67.8,,"1,727346939"
596,1250.0,80.0,1000.0,250.0,26468,1.0,1.0,0.0,0.0,7500.0,161,"64,4",211,"84,4",157,"62,8",171,"68,4",70,70,"2,580934809","0,7844897959"
575,1250.0,80.0,1000.0,250.0,26758,26758,,,,,"164,5714286","65,82857143","228,4285714","91,37142857","148,1428571","59,25714286",150,60,"69,11428571",69.11428571,,
597,1250.0,80.0,1000.0,250.0,18652,1.0,1.0,0.0,1.0,0.0,172,"68,8",230,92,127,"50,8",117,"46,8","64,6",64.6,"64.6,67.6,70.7,68.1,73.4,68.1,69.8","18,49"
598,1250.0,80.0,1000.0,250.0,18442,1.0,1.0,0.0,1.0,1250.0,153,"61,2",220,88,172,"68,8",131,"52,4","67,6",67.6,,"1,69"
599,1250.0,80.0,1000.0,250.0,18335,1.0,1.0,0.0,1.0,2500.0,164,"65,6",238,"95,2",149,"59,6",156,"62,4","70,7",70.7,,"3,24"
600,1250.0,80.0,1000.0,250.0,18652,1.0,1.0,0.0,1.0,3750.0,162,"64,8",226,"90,4",137,"54,8",156,"62,4","68,1",68.1,,"0,64"
601,1250.0,80.0,1000.0,250.0,18341,1.0,1.0,0.0,1.0,5000.0,159,"63,6",232,"92,8",169,"67,6",174,"69,6","73,4",73.4,,"20,25"
602,1250.0,80.0,1000.0,250.0,18410,1.0,1.0,0.0,1.0,6250.0,168,"67,2",231,"92,4",134,"53,6",148,"59,2","68,1",68.1,,"0,64"
603,1250.0,80.0,1000.0,250.0,18183,1.0,1.0,0.0,1.0,7500.0,155,62,211,"84,4",164,"65,6",168,"67,2","69,8",69.8,"2,556783694","0,81"
575,1250.0,80.0,1000.0,250.0,"18430,71429",18430.71429,,,,,"161,8571429","64,74285714","226,8571429","90,74285714","150,2857143","60,11428571",150,60,"68,9",68.9,,
604,1500.0,80.0,1200.0,300.0,57528,0.0,1.0,0.0,0.0,0.0,198,66,276,92,177,59,180,60,"69,25",69.25,"69.25,69.66666667,70.83333333,71.16666667,67.5,71.25,69.94444444","0,4822530864"
605,1500.0,80.0,1200.0,300.0,57782,0.0,1.0,0.0,0.0,1500.0,197,"65,66666667",280,"93,33333333",187,"62,33333333",172,"57,33333333","69,66666667",69.66666667,,"0,07716049383"
606,1500.0,80.0,1200.0,300.0,56381,0.0,1.0,0.0,0.0,3000.0,207,69,268,"89,33333333",180,60,195,65,"70,83333333",70.83333333,,"0,7901234568"
607,1500.0,80.0,1200.0,300.0,56839,0.0,1.0,0.0,0.0,4500.0,201,67,267,89,186,62,200,"66,66666667","71,16666667",71.16666667,,"1,49382716"
608,1500.0,80.0,1200.0,300.0,56924,0.0,1.0,0.0,0.0,6000.0,202,"67,33333333",281,"93,66666667",152,"50,66666667",175,"58,33333333","67,5",67.5,,"5,975308642"
609,1500.0,80.0,1200.0,300.0,56215,0.0,1.0,0.0,0.0,7500.0,202,"67,33333333",276,92,172,"57,33333333",205,"68,33333333","71,25",71.25,"1,324333049","1,704475309"
575,1500.0,80.0,1200.0,300.0,"56944,83333",56944.83333,,,,,"201,1666667","67,05555556","274,6666667","91,55555556","175,6666667","58,55555556","187,8333333","62,61111111","69,94444444",69.94444444,,
610,1500.0,80.0,1200.0,300.0,42132,0.0,1.0,0.0,1.0,0.0,199,"66,33333333",277,"92,33333333",175,"58,33333333",177,59,69,69,"69,69.33333333,70.16666667,70.91666667,67.66666667,70.66666667,69.625","0,390625"
611,1500.0,80.0,1200.0,300.0,42350,0.0,1.0,0.0,1.0,1500.0,192,64,277,"92,33333333",193,"64,33333333",170,"56,66666667","69,33333333",69.33333333,,"0,08506944444"
612,1500.0,80.0,1200.0,300.0,41194,0.0,1.0,0.0,1.0,3000.0,206,"68,66666667",262,"87,33333333",178,"59,33333333",196,"65,33333333","70,16666667",70.16666667,,"0,2934027778"
613,1500.0,80.0,1200.0,300.0,41730,0.0,1.0,0.0,1.0,4500.0,199,"66,33333333",267,89,186,62,199,"66,33333333","70,91666667",70.91666667,,"1,668402778"
614,1500.0,80.0,1200.0,300.0,41873,0.0,1.0,0.0,1.0,6000.0,206,"68,66666667",276,92,153,51,177,59,"67,66666667",67.66666667,,"3,835069444"
615,1500.0,80.0,1200.0,300.0,41035,0.0,1.0,0.0,1.0,7500.0,200,"66,66666667",275,"91,66666667",173,"57,66666667",200,"66,66666667","70,66666667",70.66666667,"1,107372181","1,085069444"
575,1500.0,80.0,1200.0,300.0,41719,41719,,,,,"200,3333333","66,77777778","272,3333333","90,77777778","176,3333333","58,77777778","186,5","62,16666667","69,625",69.625,,
616,1500.0,80.0,1200.0,300.0,30051,1.0,1.0,0.0,0.0,0.0,193,"64,33333333",276,92,174,58,181,"60,33333333","68,66666667",68.66666667,"68.66666667,69.58333333,69.25,71.08333333,66.75,69.5,69.13888889","0,2229938272"
617,1500.0,80.0,1200.0,300.0,29892,1.0,1.0,0.0,0.0,1500.0,195,65,281,"93,66666667",184,"61,33333333",175,"58,33333333","69,58333333",69.58333333,,"0,1975308642"
618,1500.0,80.0,1200.0,300.0,29407,1.0,1.0,0.0,0.0,3000.0,198,66,266,"88,66666667",171,57,196,"65,33333333","69,25",69.25,,"0,01234567901"
619,1500.0,80.0,1200.0,300.0,29276,1.0,1.0,0.0,0.0,4500.0,201,67,264,88,187,"62,33333333",201,67,"71,08333333",71.08333333,,"3,780864198"
620,1500.0,80.0,1200.0,300.0,29143,1.0,1.0,0.0,0.0,6000.0,203,"67,66666667",279,93,146,"48,66666667",173,"57,66666667","66,75",66.75,,"5,706790123"
621,1500.0,80.0,1200.0,300.0,29151,1.0,1.0,0.0,0.0,7500.0,195,65,274,"91,33333333",172,"57,33333333",193,"64,33333333","69,5",69.5,"1,294277529","0,1304012346"
575,1500.0,80.0,1200.0,300.0,"29486,66667",29486.66667,,,,,"197,5","65,83333333","273,3333333","91,11111111","172,3333333","57,44444444","186,5","62,16666667","69,13888889",69.13888889,,
622,1500.0,80.0,1200.0,300.0,20698,1.0,1.0,0.0,1.0,0.0,198,66,272,"90,66666667",170,"56,66666667",170,"56,66666667","67,5",67.5,"67.5,68.33333333,70.08333333,69.91666667,66,69.33333333,68.52777778","1,05632716"
623,1500.0,80.0,1200.0,300.0,20603,1.0,1.0,0.0,1.0,1500.0,193,"64,33333333",275,"91,66666667",192,64,160,"53,33333333","68,33333333",68.33333333,,"0,03780864198"
624,1500.0,80.0,1200.0,300.0,20361,1.0,1.0,0.0,1.0,3000.0,203,"67,66666667",263,"87,66666667",181,"60,33333333",194,"64,66666667","70,08333333",70.08333333,,"2,419753086"
625,1500.0,80.0,1200.0,300.0,20284,1.0,1.0,0.0,1.0,4500.0,195,65,263,"87,66666667",184,"61,33333333",197,"65,66666667","69,91666667",69.91666667,,"1,929012346"
626,1500.0,80.0,1200.0,300.0,20080,1.0,1.0,0.0,1.0,6000.0,202,"67,33333333",276,92,145,"48,33333333",169,"56,33333333",66,66,,"6,389660494"
627,1500.0,80.0,1200.0,300.0,20071,1.0,1.0,0.0,1.0,7500.0,195,65,273,91,167,"55,66666667",197,"65,66666667","69,33333333",69.33333333,"1,44230611","0,6489197531"
575,1500.0,80.0,1200.0,300.0,"20349,5",20349.5,,,,,"197,6666667","65,88888889","270,3333333","90,11111111","173,1666667","57,72222222","181,1666667","60,38888889","68,52777778",68.52777778,,
628,1750.0,80.0,1400.0,350.0,61571,0.0,1.0,0.0,0.0,0.0,235,"67,14285714",316,"90,28571429",210,60,214,"61,14285714","69,64285714",69.64285714,"69.64285714,72.71428571,67.78571429,72.35714286,69.71428571,70.44285714,69.28571429","0,64"
629,1750.0,80.0,1400.0,350.0,61842,0.0,1.0,0.0,0.0,1750.0,224,64,322,92,237,"67,71428571",235,"67,14285714","72,71428571",72.71428571,,"5,159387755"
630,1750.0,80.0,1400.0,350.0,61591,0.0,1.0,0.0,0.0,3500.0,219,"62,57142857",313,"89,42857143",197,"56,28571429",220,"62,85714286","67,78571429",67.78571429,,"7,060408163"
631,1750.0,80.0,1400.0,350.0,61069,0.0,1.0,0.0,0.0,5250.0,230,"65,71428571",331,"94,57142857",229,"65,42857143",223,"63,71428571","72,35714286",72.35714286,,"3,664489796"
632,1750.0,80.0,1400.0,350.0,60490,0.0,1.0,0.0,0.0,7000.0,225,"64,28571429",308,88,204,"58,28571429",239,"68,28571429","69,71428571",69.71428571,"1,846894802","0,5308163265"
575,1750.0,80.0,1400.0,350.0,"61312,6",61312.6,,,,,"226,6","64,74285714",318,"90,85714286","215,4","61,54285714","226,2","64,62857143","70,44285714",70.44285714,,
633,1750.0,80.0,1400.0,350.0,45256,0.0,1.0,0.0,1.0,0.0,239,"68,28571429",311,"88,85714286",209,"59,71428571",211,"60,28571429","69,28571429",69.28571429,"69.28571429,72.21428571,67.5,71.28571429,69.5,69.95714286,68.85714286","0,4508163265"
634,1750.0,80.0,1400.0,350.0,45418,0.0,1.0,0.0,1.0,1750.0,222,"63,42857143",319,"91,14285714",238,68,232,"66,28571429","72,21428571",72.21428571,,"5,094693878"
635,1750.0,80.0,1400.0,350.0,45366,0.0,1.0,0.0,1.0,3500.0,220,"62,85714286",309,"88,28571429",196,56,220,"62,85714286","67,5",67.5,,"6,03755102"
636,1750.0,80.0,1400.0,350.0,44985,0.0,1.0,0.0,1.0,5250.0,223,"63,71428571",325,"92,85714286",227,"64,85714286",223,"63,71428571","71,28571429",71.28571429,,"1,765102041"
637,1750.0,80.0,1400.0,350.0,44405,0.0,1.0,0.0,1.0,7000.0,220,"62,85714286",304,"86,85714286",208,"59,42857143",241,"68,85714286","69,5",69.5,"1,646641604","0,2089795918"
575,1750.0,80.0,1400.0,350.0,45086,45086,,,,,"224,8","64,22857143","313,6","89,6","215,6","61,6","225,4","64,4","69,95714286",69.95714286,,
638,1750.0,80.0,1400.0,350.0,32228,1.0,1.0,0.0,0.0,0.0,236,"67,42857143",313,"89,42857143",208,"59,42857143",207,"59,14285714","68,85714286",68.85714286,"68.85714286,72.42857143,66.71428571,70.14285714,69.5,69.52857143,68","0,4508163265"
639,1750.0,80.0,1400.0,350.0,31952,1.0,1.0,0.0,0.0,1750.0,227,"64,85714286",324,"92,57142857",233,"66,57142857",230,"65,71428571","72,42857143",72.42857143,,"8,41"
640,1750.0,80.0,1400.0,350.0,32005,1.0,1.0,0.0,0.0,3500.0,215,"61,42857143",310,"88,57142857",193,"55,14285714",216,"61,71428571","66,71428571",66.71428571,,"7,920204082"
641,1750.0,80.0,1400.0,350.0,31646,1.0,1.0,0.0,0.0,5250.0,219,"62,57142857",325,"92,85714286",218,"62,28571429",220,"62,85714286","70,14285714",70.14285714,,"0,3773469388"
642,1750.0,80.0,1400.0,350.0,31375,1.0,1.0,0.0,0.0,7000.0,222,"63,42857143",306,"87,42857143",201,"57,42857143",244,"69,71428571","69,5",69.5,"1,852521723","0,0008163265306"
575,1750.0,80.0,1400.0,350.0,"31841,2",31841.2,,,,,"223,8","63,94285714","315,6","90,17142857","210,6","60,17142857","223,4","63,82857143","69,52857143",69.52857143,,
643,1750.0,80.0,1400.0,350.0,22249,1.0,1.0,0.0,1.0,0.0,237,"67,71428571",308,88,204,"58,28571429",203,58,68,68,"68,71.5,67.28571429,68.92857143,68.5,68.84285714,72.625","0,7104081633"
644,1750.0,80.0,1400.0,350.0,22067,1.0,1.0,0.0,1.0,1750.0,223,"63,71428571",322,92,232,"66,28571429",224,64,"71,5",71.5,,"7,060408163"
645,1750.0,80.0,1400.0,350.0,22156,1.0,1.0,0.0,1.0,3500.0,222,"63,42857143",304,"86,85714286",194,"55,42857143",222,"63,42857143","67,28571429",67.28571429,,"2,424693878"
646,1750.0,80.0,1400.0,350.0,21790,1.0,1.0,0.0,1.0,5250.0,214,"61,14285714",324,"92,57142857",220,"62,85714286",207,"59,14285714","68,92857143",68.92857143,,"0,007346938776"
647,1750.0,80.0,1400.0,350.0,21684,1.0,1.0,0.0,1.0,7000.0,220,"62,85714286",305,"87,14285714",196,56,238,68,"68,5",68.5,"1,43669121","0,1175510204"
575,1750.0,80.0,1400.0,350.0,"21989,2",21989.2,,,,,"223,2","63,77142857","312,6","89,31428571","209,2","59,77142857","218,8","62,51428571","68,84285714",68.84285714,,
648,2000.0,80.0,1600.0,400.0,65481,0.0,1.0,0.0,0.0,0.0,273,"68,25",364,91,249,"62,25",276,69,"72,625",72.625,"72.625,69.25,71.25,69.375,70.625,71.8125,69.3125",4
649,2000.0,80.0,1600.0,400.0,65964,0.0,1.0,0.0,0.0,2000.0,272,68,364,91,232,58,240,60,"69,25",69.25,,"1,890625"
650,2000.0,80.0,1600.0,400.0,65022,0.0,1.0,0.0,0.0,4000.0,274,"68,5",362,"90,5",239,"59,75",265,"66,25","71,25",71.25,,"0,390625"
651,2000.0,80.0,1600.0,400.0,65278,0.0,1.0,0.0,0.0,6000.0,263,"65,75",369,"92,25",223,"55,75",255,"63,75","69,375",69.375,"1,400334781","1,5625"
575,2000.0,80.0,1600.0,400.0,"65436,25",65436.25,,,,,"270,5","67,625","364,75","91,1875","235,75","58,9375",259,"64,75","70,625",70.625,,
652,2000.0,80.0,1600.0,400.0,48281,0.0,1.0,0.0,1.0,0.0,271,"67,75",361,"90,25",246,"61,5",271,"67,75","71,8125",71.8125,"71.8125,69.3125,70.75,68.375,70.0625,71.9375,68.4375","3,0625"
653,2000.0,80.0,1600.0,400.0,48672,0.0,1.0,0.0,1.0,2000.0,267,"66,75",365,"91,25",233,"58,25",244,61,"69,3125",69.3125,,"0,5625"
654,2000.0,80.0,1600.0,400.0,48110,0.0,1.0,0.0,1.0,4000.0,268,67,358,"89,5",242,"60,5",264,66,"70,75",70.75,,"0,47265625"
655,2000.0,80.0,1600.0,400.0,48354,0.0,1.0,0.0,1.0,6000.0,258,"64,5",364,91,220,55,252,63,"68,375",68.375,"1,31769804","2,84765625"
575,2000.0,80.0,1600.0,400.0,"48354,25",48354.25,,,,,266,"66,5",362,"90,5","235,25","58,8125","257,75","64,4375","70,0625",70.0625,,
656,2000.0,80.0,1600.0,400.0,34480,1.0,1.0,0.0,0.0,0.0,269,"67,25",362,"90,5",250,"62,5",270,"67,5","71,9375",71.9375,"71.9375,68.4375,70.5625,68.4375,69.84375,70.25,68.125","4,383789063"
657,2000.0,80.0,1600.0,400.0,34372,1.0,1.0,0.0,0.0,2000.0,270,"67,5",363,"90,75",227,"56,75",235,"58,75","68,4375",68.4375,,"1,977539063"
658,2000.0,80.0,1600.0,400.0,34063,1.0,1.0,0.0,0.0,4000.0,268,67,358,"89,5",240,60,263,"65,75","70,5625",70.5625,,"0,5166015625"
659,2000.0,80.0,1600.0,400.0,33586,1.0,1.0,0.0,0.0,6000.0,262,"65,5",370,"92,5",215,"53,75",248,62,"68,4375",68.4375,"1,487906982","1,977539063"
575,2000.0,80.0,1600.0,400.0,"34125,25",34125.25,,,,,"267,25","66,8125","363,25","90,8125",233,"58,25",254,"63,5","69,84375",69.84375,,
660,2000.0,80.0,1600.0,400.0,23841,1.0,1.0,0.0,1.0,0.0,267,"66,75",353,"88,25",251,"62,75",253,"63,25","70,25",70.25,"70.25,68.125,69.875,68,69.0625","1,41015625"
661,2000.0,80.0,1600.0,400.0,23851,1.0,1.0,0.0,1.0,2000.0,268,67,363,"90,75",231,"57,75",228,57,"68,125",68.125,,"0,87890625"
662,2000.0,80.0,1600.0,400.0,23649,1.0,1.0,0.0,1.0,4000.0,271,"67,75",354,"88,5",234,"58,5",259,"64,75","69,875",69.875,,"0,66015625"
663,2000.0,80.0,1600.0,400.0,23323,1.0,1.0,0.0,1.0,6000.0,256,64,361,"90,25",224,56,247,"61,75",68,68,"1,009718401","1,12890625"
575,2000.0,80.0,1600.0,400.0,23666,23666,,,,,"265,5","66,375","357,75","89,4375",235,"58,75","246,75","61,6875","69,0625",69.0625,,